Derivatives Data - All Derivatives,,,,,,,,,,,,,,,,,,
As of 30/06/2024
Underlying Asset,Derivative Name,ISIN,Contract Unit,Closing Price (NIS),Volume,Turnover Value (NIS),Transactions,Delta,Last Trade,High,Low,Change (%),Change in Points,Volume in terms of underlying asset (NIS thousands), Open Positions,% Change in positions,Strike Price,Exercise Date
TA-35 Index,T35-P002370D107,IL0850513081,50.00,19294.00,0,0.00,0,-100.00,EoD,,,-1.89,-372.00,0.00,0,0.0,2370.00,03/07/2024
TA-35 Index,T35-C002380D107,IL0850500781,50.00,1.00,0,0.00,0,0.00,EoD,,,999999.99,1.00,0.00,0,0.0,2380.00,03/07/2024
TA-35 Index,T35-P002380D107,IL0850508966,50.00,19793.00,0,0.00,0,-100.00,EoD,,,-1.84,-372.00,0.00,0,0.0,2380.00,03/07/2024
TA-35 Index,T35-C002390D107,IL0850504908,50.00,1.00,0,0.00,0,0.00,EoD,,,999999.99,1.00,0.00,0,0.0,2390.00,03/07/2024
TA-35 Index,T35-P002390D107,IL0850513164,50.00,20293.00,0,0.00,0,-100.00,EoD,,,-1.80,-372.00,0.00,0,0.0,2390.00,03/07/2024
TA-35 Index,T35-C002400D107,IL0850500864,50.00,1.00,0,0.00,0,0.00,EoD,,,999999.99,1.00,0.00,0,0.0,2400.00,03/07/2024
TA-35 Index,T35-P002400D107,IL0850509048,50.00,20793.00,0,0.00,0,-100.00,EoD,,,-1.76,-372.00,0.00,0,0.0,2400.00,03/07/2024
TA-35 Index,T35-C000001F107,IL0850515482,50.00,99130.00,0,0.00,0,100.00,EoD,,,0.42,415.00,0.00,0,0.0,1.00,05/07/2024
TA-35 Index,T35-C001570F107,IL0850560264,50.00,20717.00,0,0.00,0,100.00,EoD,,,1.91,388.00,0.00,0,0.0,1570.00,05/07/2024
TA-35 Index,T35-P001570F107,IL0850560348,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1570.00,05/07/2024
TA-35 Index,T35-C001580F107,IL0850538096,50.00,20217.00,0,0.00,0,100.00,EoD,,,1.95,387.00,0.00,0,0.0,1580.00,05/07/2024
TA-35 Index,T35-P001580F107,IL0850538336,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1580.00,05/07/2024
TA-35 Index,T35-C001590F107,IL0850538179,50.00,19717.00,0,0.00,0,100.00,EoD,,,2.00,387.00,0.00,0,0.0,1590.00,05/07/2024
TA-35 Index,T35-P001590F107,IL0850538419,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1590.00,05/07/2024
TA-35 Index,T35-C001600F107,IL0850537916,50.00,19218.00,0,0.00,0,100.00,EoD,,,2.06,387.00,0.00,0,0.0,1600.00,05/07/2024
TA-35 Index,T35-P001600F107,IL0850538252,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1600.00,05/07/2024
TA-35 Index,T35-C001610F107,IL0850521407,50.00,18718.00,0,0.00,0,100.00,EoD,,,2.11,387.00,0.00,0,0.0,1610.00,05/07/2024
TA-35 Index,T35-P001610F107,IL0850529426,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1610.00,05/07/2024
TA-35 Index,T35-C001620F107,IL0850517462,50.00,18218.00,0,0.00,0,100.00,EoD,,,2.17,387.00,0.00,0,0.0,1620.00,05/07/2024
TA-35 Index,T35-P001620F107,IL0850525465,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1620.00,05/07/2024
TA-35 Index,T35-C001630F107,IL0850521324,50.00,17718.00,0,0.00,0,100.00,EoD,,,2.23,386.00,0.00,0,0.0,1630.00,05/07/2024
TA-35 Index,T35-P001630F107,IL0850529343,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1630.00,05/07/2024
TA-35 Index,T35-C001640F107,IL0850517389,50.00,17219.00,0,0.00,0,100.00,EoD,,,2.30,387.00,0.00,0,0.0,1640.00,05/07/2024
TA-35 Index,T35-P001640F107,IL0850525382,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1640.00,05/07/2024
TA-35 Index,T35-C001650F107,IL0850521241,50.00,16719.00,0,0.00,0,100.00,EoD,,,2.36,386.00,0.00,0,0.0,1650.00,05/07/2024
TA-35 Index,T35-P001650F107,IL0850529269,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1650.00,05/07/2024
TA-35 Index,T35-C001660F107,IL0850517207,50.00,16219.00,0,0.00,0,100.00,EoD,,,2.44,386.00,0.00,0,0.0,1660.00,05/07/2024
TA-35 Index,T35-P001660F107,IL0850525200,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,1660.00,05/07/2024
TA-35 Index,T35-C001670F107,IL0850521167,50.00,15719.00,0,0.00,0,100.00,EoD,,,2.49,382.00,0.00,0,0.0,1670.00,05/07/2024
TA-35 Index,T35-P001670F107,IL0850529186,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-4.00,0.00,0,0.0,1670.00,05/07/2024
TA-35 Index,T35-C001680F107,IL0850517124,50.00,15220.00,0,0.00,0,100.00,EoD,,,2.57,382.00,0.00,0,0.0,1680.00,05/07/2024
TA-35 Index,T35-P001680F107,IL0850525127,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-4.00,0.00,0,0.0,1680.00,05/07/2024
TA-35 Index,T35-C001690F107,IL0850521084,50.00,14720.00,0,0.00,0,100.00,EoD,,,2.66,382.00,0.00,0,0.0,1690.00,05/07/2024
TA-35 Index,T35-P001690F107,IL0850529004,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-4.00,0.00,2,0.0,1690.00,05/07/2024
TA-35 Index,T35-C001700F107,IL0850517041,50.00,14220.00,0,0.00,0,100.00,EoD,,,2.75,380.00,0.00,0,0.0,1700.00,05/07/2024
TA-35 Index,T35-P001700F107,IL0850525044,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-5.00,0.00,4,0.0,1700.00,05/07/2024
TA-35 Index,T35-C001710F107,IL0850520904,50.00,13720.00,0,0.00,0,100.00,EoD,,,2.85,380.00,0.00,0,0.0,1710.00,05/07/2024
TA-35 Index,T35-P001710F107,IL0850528923,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-5.00,0.00,0,0.0,1710.00,05/07/2024
TA-35 Index,T35-C001720F107,IL0850516969,50.00,13221.00,0,0.00,0,100.00,EoD,,,2.96,380.00,0.00,0,0.0,1720.00,05/07/2024
TA-35 Index,T35-P001720F107,IL0850524963,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-6.00,0.00,4,0.0,1720.00,05/07/2024
TA-35 Index,T35-C001730F107,IL0850520821,50.00,12721.00,0,0.00,0,100.00,EoD,,,3.06,378.00,0.00,0,0.0,1730.00,05/07/2024
TA-35 Index,T35-P001730F107,IL0850528840,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-7.00,0.00,0,0.0,1730.00,05/07/2024
TA-35 Index,T35-C001740F107,IL0850516886,50.00,12221.00,0,0.00,0,100.00,EoD,,,3.18,377.00,0.00,0,0.0,1740.00,05/07/2024
TA-35 Index,T35-P001740F107,IL0850524880,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-8.00,0.00,9,0.0,1740.00,05/07/2024
TA-35 Index,T35-C001750F107,IL0850520748,50.00,11721.00,0,0.00,0,100.00,EoD,,,3.31,375.00,0.00,0,0.0,1750.00,05/07/2024
TA-35 Index,T35-P001750F107,IL0850528766,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-9.00,0.00,24,0.0,1750.00,05/07/2024
TA-35 Index,T35-C001760F107,IL0850516704,50.00,11222.00,0,0.00,0,100.00,EoD,,,3.46,375.00,0.00,0,0.0,1760.00,05/07/2024
TA-35 Index,T35-P001760F107,IL0850524708,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-10.00,0.00,8,0.0,1760.00,05/07/2024
TA-35 Index,T35-C001770F107,IL0850520664,50.00,10722.00,0,0.00,0,100.00,EoD,,,3.60,373.00,0.00,0,0.0,1770.00,05/07/2024
TA-35 Index,T35-P001770F107,IL0850528683,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-12.00,0.00,20,0.0,1770.00,05/07/2024
TA-35 Index,T35-C001780F107,IL0850516621,50.00,10222.00,0,0.00,0,100.00,EoD,,,3.75,369.00,0.00,0,0.0,1780.00,05/07/2024
TA-35 Index,T35-P001780F107,IL0850524625,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-15.00,0.00,23,0.0,1780.00,05/07/2024
TA-35 Index,T35-C001790F107,IL0850520581,50.00,9722.00,0,0.00,0,100.00,EoD,,,3.93,368.00,0.00,0,0.0,1790.00,05/07/2024
TA-35 Index,T35-P001790F107,IL0850528501,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-16.00,0.00,4,0.0,1790.00,05/07/2024
TA-35 Index,T35-C001800F107,IL0850516548,50.00,9223.00,0,0.00,0,100.00,EoD,,,4.13,366.00,0.00,0,0.0,1800.00,05/07/2024
TA-35 Index,T35-P001800F107,IL0850524542,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-18.00,0.00,126,0.0,1800.00,05/07/2024
TA-35 Index,T35-C001810F107,IL0850520417,50.00,8723.00,0,0.00,0,100.00,EoD,,,4.30,360.00,0.00,0,0.0,1810.00,05/07/2024
TA-35 Index,T35-P001810F107,IL0850528436,50.00,1.00,0,0.00,0,0.00,EoD,,,-95.83,-23.00,0.00,0,0.0,1810.00,05/07/2024
TA-35 Index,T35-C001820F107,IL0850516472,50.00,8224.00,0,0.00,0,100.00,EoD,,,4.54,357.00,0.00,0,0.0,1820.00,05/07/2024
TA-35 Index,T35-P001820F107,IL0850524476,50.00,1.00,0,0.00,0,0.00,EoD,,,-96.30,-26.00,0.00,107,114.0,1820.00,05/07/2024
TA-35 Index,T35-C001830F107,IL0850520334,50.00,7724.00,0,0.00,0,99.99,EoD,,,4.75,350.00,0.00,0,0.0,1830.00,05/07/2024
TA-35 Index,T35-P001830F107,IL0850528352,50.00,1.00,57,736.00,18,-0.01,EoD,13.00,12.00,-97.06,-33.00,5656.94,6,0.0,1830.00,05/07/2024
TA-35 Index,T35-C001840F107,IL0850516399,50.00,7230.00,0,0.00,0,99.97,EoD,,,5.09,350.00,0.00,0,0.0,1840.00,05/07/2024
TA-35 Index,T35-P001840F107,IL0850524393,50.00,7.00,84,1352.00,24,-0.03,EoD,20.00,11.00,-82.50,-33.00,8336.54,50,0.0,1840.00,05/07/2024
TA-35 Index,T35-C001850F107,IL0850520250,50.00,6735.00,0,0.00,0,99.93,EoD,,,5.40,345.00,0.00,0,0.0,1850.00,05/07/2024
TA-35 Index,T35-P001850F107,IL0850528279,50.00,11.00,60,1194.00,20,-0.07,EoD,26.00,12.00,-77.55,-38.00,5954.67,51,104.0,1850.00,05/07/2024
TA-35 Index,T35-C001860F107,IL0850516217,50.00,6237.00,0,0.00,0,99.83,EoD,,,5.69,336.00,0.00,0,0.0,1860.00,05/07/2024
TA-35 Index,T35-P001860F107,IL0850524211,50.00,13.00,106,2596.00,31,-0.17,EoD,28.00,16.00,-78.33,-47.00,10519.92,100,42.9,1860.00,05/07/2024
TA-35 Index,T35-C001870F107,IL0850520177,50.00,5740.00,0,0.00,0,99.62,EoD,,,6.04,327.00,0.00,0,0.0,1870.00,05/07/2024
TA-35 Index,T35-P001870F107,IL0850528196,50.00,16.00,40,1298.00,17,-0.38,EoD,36.00,20.00,-77.46,-55.00,3969.78,19,137.5,1870.00,05/07/2024
TA-35 Index,T35-C001880F107,IL0850516134,50.00,5240.00,0,0.00,0,99.21,EoD,,,6.33,312.00,0.00,0,0.0,1880.00,05/07/2024
TA-35 Index,T35-P001880F107,IL0850524138,50.00,16.00,37,1266.00,16,-0.79,EoD,48.00,18.00,-81.40,-70.00,3672.05,61,154.2,1880.00,05/07/2024
TA-35 Index,T35-C001890F107,IL0850520094,50.00,4749.00,0,0.00,0,98.47,EoD,,,6.84,304.00,0.00,0,0.0,1890.00,05/07/2024
TA-35 Index,T35-P001890F107,IL0850528014,50.00,24.00,67,2606.00,22,-1.53,EoD,46.00,28.00,-76.70,-79.00,6649.38,8,166.7,1890.00,05/07/2024
TA-35 Index,T35-C001900F107,IL0850516050,50.00,4256.00,6,26100.00,2,97.20,EoD,4350.00,4350.00,7.26,288.00,595.47,0,0.0,1900.00,05/07/2024
TA-35 Index,T35-P001900F107,IL0850524054,50.00,31.00,328,12908.00,45,-2.80,EoD,72.00,32.00,-75.20,-94.00,32552.20,151,77.6,1900.00,05/07/2024
TA-35 Index,T35-C001910F107,IL0850519930,50.00,3766.00,0,0.00,0,95.17,EoD,,,7.66,268.00,0.00,0,0.0,1910.00,05/07/2024
TA-35 Index,T35-P001910F107,IL0850527933,50.00,41.00,153,8030.00,49,-4.83,EoD,92.00,42.00,-73.55,-114.00,15184.41,36,1700.0,1910.00,05/07/2024
TA-35 Index,T35-C001920F107,IL0850515979,50.00,3276.00,0,0.00,0,92.12,EoD,,,7.98,242.00,0.00,1,0.0,1920.00,05/07/2024
TA-35 Index,T35-P001920F107,IL0850523973,50.00,51.00,161,14335.00,64,-7.88,EoD,105.00,52.00,-73.16,-139.00,15978.36,198,0.0,1920.00,05/07/2024
TA-35 Index,T35-C001930F107,IL0850519856,50.00,2793.00,0,0.00,0,87.84,EoD,,,8.30,214.00,0.00,5,-37.5,1930.00,05/07/2024
TA-35 Index,T35-P001930F107,IL0850527859,50.00,68.00,183,22129.00,53,-12.16,EoD,140.00,70.00,-71.06,-167.00,18161.74,29,480.0,1930.00,05/07/2024
TA-35 Index,T35-C001940F107,IL0850515896,50.00,2334.00,3,6240.00,3,82.16,EoD,2160.00,2000.00,9.37,200.00,297.73,0,0.0,1940.00,05/07/2024
TA-35 Index,T35-P001940F107,IL0850523890,50.00,108.00,257,36406.00,95,-17.84,EoD,190.00,96.00,-62.76,-182.00,25505.84,46,283.3,1940.00,05/07/2024
TA-35 Index,T35-C001950F107,IL0850519773,50.00,1876.00,20,34970.00,12,75.10,EoD,1950.00,1600.00,8.44,146.00,1984.89,131,991.7,1950.00,05/07/2024
TA-35 Index,T35-P001950F107,IL0850527776,50.00,150.00,446,87355.00,126,-24.90,EoD,270.00,140.00,-61.04,-235.00,44263.05,135,610.5,1950.00,05/07/2024
TA-35 Index,T35-C001960F107,IL0850515714,50.00,1446.00,41,52930.00,26,66.81,EoD,1500.00,1040.00,5.93,81.00,4069.02,12,0.0,1960.00,05/07/2024
TA-35 Index,T35-P001960F107,IL0850523718,50.00,220.00,297,85930.00,82,-33.19,EoD,370.00,200.00,-55.56,-275.00,29475.62,40,81.8,1960.00,05/07/2024
TA-35 Index,T35-C001970F107,IL0850519690,50.00,1000.00,140,125740.00,58,57.66,EoD,1140.00,650.00,-0.99,-10.00,13894.23,24,0.0,1970.00,05/07/2024
TA-35 Index,T35-P001970F107,IL0850527693,50.00,330.00,287,113640.00,121,-42.34,EoD,520.00,300.00,-49.23,-320.00,28483.17,51,240.0,1970.00,05/07/2024
TA-35 Index,T35-C001980F107,IL0850515631,50.00,685.00,256,158980.00,96,48.12,EoD,790.00,400.00,-2.14,-15.00,25406.59,40,42.9,1980.00,05/07/2024
TA-35 Index,T35-P001980F107,IL0850523635,50.00,489.00,342,189010.00,114,-51.88,EoD,740.00,440.00,-43.14,-371.00,33941.62,57,147.8,1980.00,05/07/2024
TA-35 Index,T35-C001990F107,IL0850519518,50.00,405.00,163,63670.00,68,38.73,EoD,600.00,240.00,-11.96,-55.00,16176.85,57,307.1,1990.00,05/07/2024
TA-35 Index,T35-P001990F107,IL0850527511,50.00,720.00,238,181740.00,93,-61.27,EoD,1090.00,670.00,-36.00,-405.00,23620.19,28,16.7,1990.00,05/07/2024
TA-35 Index,T35-C002000F107,IL0850515557,50.00,240.00,301,67790.00,94,30.01,EoD,330.00,135.00,-17.24,-50.00,29872.59,50,92.3,2000.00,05/07/2024
TA-35 Index,T35-P002000F107,IL0850523551,50.00,1060.00,64,71040.00,41,-69.99,EoD,1380.00,950.00,-25.87,-370.00,6351.65,3,0.0,2000.00,05/07/2024
TA-35 Index,T35-C002010F107,IL0850521571,50.00,133.00,101,12370.00,61,22.33,EoD,190.00,64.00,-26.11,-47.00,10023.69,57,185.0,2010.00,05/07/2024
TA-35 Index,T35-P002010F107,IL0850529590,50.00,1406.00,20,31340.00,15,-77.67,EoD,1750.00,1390.00,-23.30,-427.00,1984.89,0,0.0,2010.00,05/07/2024
TA-35 Index,T35-C002020F107,IL0850517538,50.00,70.00,67,5078.00,47,15.95,EoD,94.00,48.00,-35.78,-39.00,6649.38,55,1275.0,2020.00,05/07/2024
TA-35 Index,T35-P002020F107,IL0850525531,50.00,1842.00,0,0.00,0,-84.05,EoD,,,-18.53,-419.00,0.00,12,0.0,2020.00,05/07/2024
TA-35 Index,T35-C002030F107,IL0850521654,50.00,41.00,139,6764.00,39,10.92,EoD,60.00,20.00,-36.92,-24.00,13794.99,95,137.5,2030.00,05/07/2024
TA-35 Index,T35-P002030F107,IL0850529673,50.00,2313.00,0,0.00,0,-89.08,EoD,,,-14.87,-404.00,0.00,0,0.0,2030.00,05/07/2024
TA-35 Index,T35-C002040F107,IL0850517611,50.00,24.00,91,2306.00,38,7.16,EoD,30.00,20.00,-45.45,-20.00,9031.25,35,133.3,2040.00,05/07/2024
TA-35 Index,T35-P002040F107,IL0850525614,50.00,2796.00,0,0.00,0,-92.84,EoD,,,-12.49,-399.00,0.00,0,0.0,2040.00,05/07/2024
TA-35 Index,T35-C002050F107,IL0850521738,50.00,7.00,22,420.00,2,4.49,EoD,20.00,19.00,-75.86,-22.00,2183.38,79,79.5,2050.00,05/07/2024
TA-35 Index,T35-P002050F107,IL0850529756,50.00,3278.00,0,0.00,0,-95.51,EoD,,,-10.92,-402.00,0.00,0,0.0,2050.00,05/07/2024
TA-35 Index,T35-C002060F107,IL0850517793,50.00,7.00,26,328.00,4,2.70,EoD,13.00,10.00,-66.67,-14.00,2580.36,212,86.0,2060.00,05/07/2024
TA-35 Index,T35-P002060F107,IL0850525796,50.00,3778.00,0,0.00,0,-97.30,EoD,,,-9.44,-394.00,0.00,0,0.0,2060.00,05/07/2024
TA-35 Index,T35-C002070F107,IL0850521811,50.00,1.00,9,119.00,3,1.55,EoD,14.00,13.00,-93.33,-14.00,893.20,71,42.0,2070.00,05/07/2024
TA-35 Index,T35-P002070F107,IL0850529830,50.00,4273.00,0,0.00,0,-98.45,EoD,,,-8.40,-392.00,0.00,0,0.0,2070.00,05/07/2024
TA-35 Index,T35-C002080F107,IL0850517876,50.00,9.00,0,0.00,0,0.85,EoD,,,-18.18,-2.00,0.00,202,1.0,2080.00,05/07/2024
TA-35 Index,T35-P002080F107,IL0850525879,50.00,4780.00,0,0.00,0,-99.15,EoD,,,-7.38,-381.00,0.00,0,0.0,2080.00,05/07/2024
TA-35 Index,T35-C002090F107,IL0850521993,50.00,5.00,0,0.00,0,0.45,EoD,,,-37.50,-3.00,0.00,0,0.0,2090.00,05/07/2024
TA-35 Index,T35-P002090F107,IL0850529913,50.00,5276.00,0,0.00,0,-99.55,EoD,,,-6.74,-381.00,0.00,0,0.0,2090.00,05/07/2024
TA-35 Index,T35-C002100F107,IL0850517959,50.00,4.00,0,0.00,0,0.23,EoD,,,-33.33,-2.00,0.00,4,0.0,2100.00,05/07/2024
TA-35 Index,T35-P002100F107,IL0850525952,50.00,5775.00,0,0.00,0,-99.77,EoD,,,-6.17,-380.00,0.00,0,0.0,2100.00,05/07/2024
TA-35 Index,T35-C002110F107,IL0850522074,50.00,,0,0.00,0,0.11,EoD,,,-100.00,-5.00,0.00,0,0.0,2110.00,05/07/2024
TA-35 Index,T35-P002110F107,IL0850530077,50.00,6270.00,0,0.00,0,-99.89,EoD,,,-5.77,-384.00,0.00,0,0.0,2110.00,05/07/2024
TA-35 Index,T35-C002120F107,IL0850518031,50.00,,0,0.00,0,0.05,EoD,,,-100.00,-4.00,0.00,0,0.0,2120.00,05/07/2024
TA-35 Index,T35-P002120F107,IL0850526034,50.00,6770.00,0,0.00,0,-99.95,EoD,,,-5.34,-382.00,0.00,0,0.0,2120.00,05/07/2024
TA-35 Index,T35-C002130F107,IL0850522157,50.00,,0,0.00,0,0.02,EoD,,,-100.00,-4.00,0.00,0,0.0,2130.00,05/07/2024
TA-35 Index,T35-P002130F107,IL0850530150,50.00,7270.00,0,0.00,0,-99.98,EoD,,,-4.99,-382.00,0.00,0,0.0,2130.00,05/07/2024
TA-35 Index,T35-C002140F107,IL0850518114,50.00,,0,0.00,0,0.01,EoD,,,-100.00,-3.00,0.00,0,0.0,2140.00,05/07/2024
TA-35 Index,T35-P002140F107,IL0850526117,50.00,7770.00,0,0.00,0,-99.99,EoD,,,-4.66,-380.00,0.00,0,0.0,2140.00,05/07/2024
TA-35 Index,T35-C002150F107,IL0850522231,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-3.00,0.00,0,0.0,2150.00,05/07/2024
TA-35 Index,T35-P002150F107,IL0850530234,50.00,8269.00,0,0.00,0,-100.00,EoD,,,-4.40,-381.00,0.00,0,0.0,2150.00,05/07/2024
TA-35 Index,T35-C002160F107,IL0850518296,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-3.00,0.00,0,0.0,2160.00,05/07/2024
TA-35 Index,T35-P002160F107,IL0850526299,50.00,8769.00,0,0.00,0,-100.00,EoD,,,-4.15,-380.00,0.00,0,0.0,2160.00,05/07/2024
TA-35 Index,T35-C002170F107,IL0850522314,50.00,,0,0.00,0,0.00,EoD,,,-100.00,-3.00,0.00,0,0.0,2170.00,05/07/2024
TA-35 Index,T35-P002170F107,IL0850530317,50.00,9269.00,0,0.00,0,-100.00,EoD,,,-3.94,-380.00,0.00,0,0.0,2170.00,05/07/2024
TA-35 Index,T35-C002180F107,IL0850518379,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2180.00,05/07/2024
TA-35 Index,T35-P002180F107,IL0850526372,50.00,9769.00,0,0.00,0,-100.00,EoD,,,-3.72,-377.00,0.00,0,0.0,2180.00,05/07/2024
TA-35 Index,T35-C002190F107,IL0850522496,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2190.00,05/07/2024
TA-35 Index,T35-P002190F107,IL0850530499,50.00,10268.00,0,0.00,0,-100.00,EoD,,,-3.54,-377.00,0.00,0,0.0,2190.00,05/07/2024
TA-35 Index,T35-C002200F107,IL0850518452,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2200.00,05/07/2024
TA-35 Index,T35-P002200F107,IL0850526455,50.00,10768.00,0,0.00,0,-100.00,EoD,,,-3.38,-377.00,0.00,0,0.0,2200.00,05/07/2024
TA-35 Index,T35-C002210F107,IL0850522561,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2210.00,05/07/2024
TA-35 Index,T35-P002210F107,IL0850530564,50.00,11268.00,0,0.00,0,-100.00,EoD,,,-3.23,-376.00,0.00,0,0.0,2210.00,05/07/2024
TA-35 Index,T35-C002220F107,IL0850518528,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2220.00,05/07/2024
TA-35 Index,T35-P002220F107,IL0850526521,50.00,11768.00,0,0.00,0,-100.00,EoD,,,-3.10,-376.00,0.00,0,0.0,2220.00,05/07/2024
TA-35 Index,T35-C002230F107,IL0850522645,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2230.00,05/07/2024
TA-35 Index,T35-P002230F107,IL0850530648,50.00,12267.00,0,0.00,0,-100.00,EoD,,,-2.98,-377.00,0.00,0,0.0,2230.00,05/07/2024
TA-35 Index,T35-C002240F107,IL0850518601,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2240.00,05/07/2024
TA-35 Index,T35-P002240F107,IL0850526604,50.00,12767.00,0,0.00,0,-100.00,EoD,,,-2.86,-376.00,0.00,0,0.0,2240.00,05/07/2024
TA-35 Index,T35-C002250F107,IL0850522728,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2250.00,05/07/2024
TA-35 Index,T35-P002250F107,IL0850530721,50.00,13267.00,0,0.00,0,-100.00,EoD,,,-2.76,-376.00,0.00,0,0.0,2250.00,05/07/2024
TA-35 Index,T35-C002260F107,IL0850518783,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2260.00,05/07/2024
TA-35 Index,T35-P002260F107,IL0850526786,50.00,13767.00,0,0.00,0,-100.00,EoD,,,-2.65,-375.00,0.00,0,0.0,2260.00,05/07/2024
TA-35 Index,T35-C002270F107,IL0850522801,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2270.00,05/07/2024
TA-35 Index,T35-P002270F107,IL0850530804,50.00,14267.00,0,0.00,0,-100.00,EoD,,,-2.56,-375.00,0.00,0,0.0,2270.00,05/07/2024
TA-35 Index,T35-C002280F107,IL0850518866,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2280.00,05/07/2024
TA-35 Index,T35-P002280F107,IL0850526869,50.00,14766.00,0,0.00,0,-100.00,EoD,,,-2.48,-376.00,0.00,0,0.0,2280.00,05/07/2024
TA-35 Index,T35-C002290F107,IL0850522983,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2290.00,05/07/2024
TA-35 Index,T35-P002290F107,IL0850530986,50.00,15266.00,0,0.00,0,-100.00,EoD,,,-2.40,-375.00,0.00,0,0.0,2290.00,05/07/2024
TA-35 Index,T35-C002300F107,IL0850518940,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2300.00,05/07/2024
TA-35 Index,T35-P002300F107,IL0850526943,50.00,15766.00,0,0.00,0,-100.00,EoD,,,-2.32,-375.00,0.00,0,0.0,2300.00,05/07/2024
TA-35 Index,T35-C002310F107,IL0850523064,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2310.00,05/07/2024
TA-35 Index,T35-P002310F107,IL0850531067,50.00,16266.00,0,0.00,0,-100.00,EoD,,,-2.25,-374.00,0.00,0,0.0,2310.00,05/07/2024
TA-35 Index,T35-C002320F107,IL0850519021,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2320.00,05/07/2024
TA-35 Index,T35-P002320F107,IL0850527024,50.00,16765.00,0,0.00,0,-100.00,EoD,,,-2.19,-375.00,0.00,0,0.0,2320.00,05/07/2024
TA-35 Index,T35-C002330F107,IL0850523148,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2330.00,05/07/2024
TA-35 Index,T35-P002330F107,IL0850531141,50.00,17265.00,0,0.00,0,-100.00,EoD,,,-2.12,-374.00,0.00,0,0.0,2330.00,05/07/2024
TA-35 Index,T35-C002340F107,IL0850519104,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2340.00,05/07/2024
TA-35 Index,T35-P002340F107,IL0850527107,50.00,17765.00,0,0.00,0,-100.00,EoD,,,-2.06,-374.00,0.00,0,0.0,2340.00,05/07/2024
TA-35 Index,T35-C002350F107,IL0850523221,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2350.00,05/07/2024
TA-35 Index,T35-P002350F107,IL0850531224,50.00,18265.00,0,0.00,0,-100.00,EoD,,,-2.01,-374.00,0.00,0,0.0,2350.00,05/07/2024
TA-35 Index,T35-C002360F107,IL0850519286,50.00,,0,0.00,0,0.00,EoD,,,0.00,0.00,0.00,0,0.0,2360.00,05/07/2024
